40_60_bw_2.xml,Null heuristic,Count possible paths,Stick to walls,Stick to other paths,Stick to path or wall,Linear combination
Top to bottom,72.6087167263031,87.41168689727783,64.86373805999756,27.694257020950317,60.12087106704712,33.58455967903137
MRV,-1,-1,-1,-1
