5_10_color_1.xml,Null heuristic,Count possible paths,Stick to walls,Stick to other paths,Stick to path or wall,Linear combination
,3.2891011238098145,0.03048396110534668,0.023240089416503906,2.9401590824127197,0.024713993072509766,0.0392613410949707
